X,Y,codice,denominazi,ubicazione,comune
11.568196,44.495499,20533,FOSSATONE,VIA SAN VITALE OVEST 5554,FOSSATONE
11.568365,44.495621,20534,FOSSATONE,VIA SAN VITALE OVEST 5520,FOSSATONE
11.61153,44.48768,20535,BV ROSSI,VIA SAN VITALE OVEST FR 1953,MEDICINA
11.600253,44.492296,20536,FASANINA,VIA SAN VITALE OVEST 2875,FASANINA
11.599506,44.492457,20537,FASANINA,VIA SAN VITALE OVEST 2972,FASANINA
11.611597,44.487769,20538,BV ROSSI,VIA SAN VITALE OVEST 1961,MEDICINA
11.625274,44.482323,20539,FABBRICA,VIA SAN VITALE OVEST 620,MEDICINA
11.624796,44.482604,20540,FABBRICA,VIA SAN VITALE OVEST 655,LA FABBRICA
11.636865,44.478346,20541,MEDICINA,VIA MARCONI 13,MEDICINA
11.637445,44.477828,20542,MEDICINA,VIA DELLA LIBERTA` 16,MEDICINA
11.55701,44.496543,20543,PASSO PECORE,VIA SAN VITALE KM 16+820,MEDICINA
11.558444,44.496556,20544,PASSO PECORE,VIA SAN VITALE BV PASSO PECORE,MEDICINA
11.654942,44.478249,20545,GANZANIGO,VIA SAN VITALE EST 745,GANZANIGO
11.654776,44.47846,20546,GANZANIGO,VIA SAN VITALE EST 740/A,GANZANIGO
11.579024,44.494597,20547,FABBRICA TABACCHI,VIA SAN VITALE OVEST KM 18+670,MEDICINA
11.578127,44.494806,20548,FABBRICA TABACCHI,VIA SAN VITALE 4757,MEDICINA
11.676117,44.470002,20549,VIA NUOVA SAN VITALE,VIA SAN VITALE EST 2659,MEDICINA
11.67595,44.470204,20550,VIA NUOVA SAN VITALE,VIA SAN VITALE EST FR 2659,MEDICINA
11.58809,44.493968,20551,PONTE GAIANA,VIA SAN VITALE FR HOTEL PIPINO,MEDICINA
11.586965,44.494138,20552,PONTE GAIANA,VIA SAN VITALE LATO HOTEL PIPINO,MEDICINA
11.693429,44.461807,20553,CROCETTA,VIA SAN VITALE EST 4313/B,CROCETTA
11.693668,44.46181,20554,CROCETTA,VIA SAN VITALE EST 4396/M,MEDICINA
11.613649,44.493456,20555,CASE POPOLARI,VIA DI VILLA FONTANA FR P.C. 902/1994,MEDICINA
11.613998,44.493385,20556,CASE POPOLARI,VIA DI VILLA FONTANA,VILLA FONTANA
11.713988,44.467638,20557,FANTUZZA,VIA SAN VITALE EST ANG. BV MOLINO,CASTEL GUELFO DI BOLOGNA
11.713692,44.467762,20558,FANTUZZA,VIA SAN VITALE EST 55,CASTEL GUELFO DI BOLOGNA
11.612867,44.488046,20559,PALAZZO IMPICCATI,VIA A ROSSI 80,MEDICINA
11.613478,44.488509,20560,PALAZZO IMPICCATI,VIA A ROSSI 135,VILLA FONTANA
11.728967,44.461014,20561,BALDUCCI,VIA BALDUCCI 6,SESTO IMOLESE
11.729065,44.460976,20562,BALDUCCI,VIA BALDUCCI FR 6,SESTO IMOLESE
11.644006,44.477478,20563,MEDICINA VIA FAVA,VIA FAVA FR VIA LUMINASI,MEDICINA
11.644533,44.477457,20564,MEDICINA VIA FAVA,VIA FAVA 1072,MEDICINA
11.73249,44.458409,20565,SESTO IMOLESE,VIA SAN VITALE 62,SESTO IMOLESE
11.732755,44.45869,20566,SESTO IMOLESE,VIA SAN VITALE 128,SESTO IMOLESE
11.631332,44.472739,20567,MEDICINA SAN CARLO,VIA SAN CARLO FR 705,MEDICINA
11.630993,44.472477,20568,MEDICINA SAN CARLO,VIA SAN CARLO FR 164/A,MEDICINA
11.749773,44.454652,20569,FORNACE GUERRINO,VIA SAN VITALE EST FR 159/B,IMOLA
11.749816,44.45475,20570,FORNACE GUERRINO,VIA SAN VITALE EST 159/B,IMOLA
11.60705,44.495246,20572,VILLAFONTANA SAN DONINO B,VIA SAN DONINO 560,VILLA FONTANA
11.771373,44.468064,20573,OSTERIOLA,VIA SAN VITALE EST FR 197,IMOLA
11.771711,44.46802,20574,OSTERIOLA,VIA SAN VITALE EST 197,IMOLA
11.607239,44.495251,20575,VILLAFONTANA SAN DONINO B,VIA SAN DONINO 579/B,VILLA FONTANA
11.795234,44.456191,20577,PONTE MASSA,VIA SAN VITALE EST FR 229,IMOLA
11.795239,44.456308,20578,PONTE MASSA,VIA SAN VITALE EST 229,IMOLA
11.806005,44.452766,20581,FRUGES,VIA MARTIRI DELLA LIBERTA` 165,MASSA LOMBARDA
11.805983,44.452848,20582,FRUGES,VIA MARTIRI DELLA LIBERTA` 78,MASSA LOMBARDA
11.814741,44.450183,20585,FRUGES MORINI,VIA MARTIRI DELLA LIBERTA` 97,MASSA LOMBARDA
11.813955,44.450553,20586,FRUGES MORINI,VIA MARTIRI DELLA LIBERTA` 50,MASSA LOMBARDA
11.827863,44.448624,20589,MASSA LOMBARDA STAZIONE,PIAZZA A.COSTA 10,MASSA LOMBARDA
11.827848,44.448579,20590,MASSA LOMBARDA STAZIONE,PIAZZA A.COSTA 10,MASSA LOMBARDA
11.837935,44.443287,20593,PANCHETTE,VIA ZAGANELLI 68/A,MASSA LOMBARDA
11.838002,44.443384,20594,PANCHETTE,VIA ZAGANELLI FR 68/C,MASSA LOMBARDA
11.860677,44.440394,20597,SANT`AGATA SUL SANTERNO,VIA SAN VITALE FR 50,SANT`AGATA SUL SANTERNO
11.861051,44.44034,20598,SANT`AGATA SUL SANTERNO,VIA SAN VITALE 60/A,SANT`AGATA SUL SANTERNO
11.874049,44.435061,20601,SANT`AGATA S/S. ZONA IND.,VIA SAN VITALE 7,SANT`AGATA SUL SANTERNO
11.873303,44.436232,20602,SANT`AGATA S/S. ZONA IND.,VIA SAN VITALE FR 9,SANT`AGATA SUL SANTERNO
11.895136,44.426991,20605,LUGO CIMITERO,VIA PROVINCIALE LUGHESE 81,LUGO
11.895231,44.427132,20606,LUGO CIMITERO,VIA PROVINCIALE LUGHESE FR 81,LUGO
11.903354,44.423729,20609,LUGO PORTA BROZZI,VIA DE BROZZI 27,LUGO
11.90385,44.423591,20610,LUGO PORTA BROZZI,VIA DE BROZZI FR 15/A,LUGO
11.904135,44.421738,20613,LUGO CIRCONVALLAZIONE PON,VIA CIRCONVALLAZIONE OVEST 36,LUGO
11.904025,44.421795,20614,LUGO CIRCONVALLAZIONE PON,VIA CIRCONVALLAZIONE OVEST 39,LUGO
11.905581,44.417956,20617,LUGO BERTACCHI MIRAGLIA,VIA BERTACCHI 2,LUGO
11.905588,44.4181,20618,LUGO BERTACCHI MIRAGLIA,VIA BERTACCHI 5,LUGO
11.911451,44.415519,20621,LUGO ORSINI RICCI,VIA DEGLI ORSINI 4/1,LUGO
11.912254,44.415256,20622,LUGO ORSINI RICCI,VIA DEGLI ORSINI 19,LUGO
11.914877,44.414702,20624,LUGO STAZIONE,VIALE DE PINEDO 23,LUGO
11.918171,44.416526,20625,LUGO MASI OSPEDALE,VIA MASI 3/1,LUGO
11.917865,44.416696,20626,LUGO MASI OSPEDALE,VIA MASI 18,LUGO
11.908618,44.413602,20628,LUGO AUTOSTAZIONE,AUTOSTAZIONE LUGO VIALE ORIANI,LUGO
11.911291,44.421897,20629,LUGO FORO BOARIO,VIA FORO BOARIO FR 2,LUGO
11.911272,44.422033,20630,LUGO FORO BOARIO,VIA FORO BOARIO 4,LUGO
11.920048,44.417144,20633,LUGO ACQUEDOTTO,VIALE DANTE 6,LUGO
11.920103,44.417233,20634,LUGO ACQUEDOTTO,VIALE DANTE 7,LUGO
11.912158,44.421659,20635,LUGO GARIBALDI,PIAZZA GARIBALDI FR 15,LUGO
11.932849,44.415906,20637,LUGO STADIO,VIALE DANTE 90,LUGO
11.932831,44.41605,20638,LUGO STADIO,VIALE DANTE 55,LUGO
11.968662,44.413239,20641,BAGNACAVALLO STAZIONE,VIA STATALE CHIUSA FR 22,BAGNACAVALLO
11.96872,44.413381,20642,BAGNACAVALLO STAZIONE,VIA STATALE CHIUSA 18,BAGNACAVALLO
11.987864,44.411962,20657,BAGNACAVALLO VILLAGGIO IN,VIA ALBERGONE 24/A,BAGNACAVALLO
11.987754,44.412271,20658,BAGNACAVALLO VILLAGGIO IN,PIAZZA FRATELLI ROSSELLI 6,BAGNACAVALLO
11.998344,44.408139,20661,BAGNACAVALLO ZONA INDUSTR,VIA ALBERGONE ANG. CADUTI DEL LAVORO,BAGNACAVALLO
11.998426,44.408254,20662,BAGNACAVALLO ZONA INDUSTR,VIA ALBERGONE FR CADUTI DEL LAVORO,BAGNACAVALLO
12.019316,44.401993,20665,PONTE ALBERGONE,VIA ALBERGONE FR 67,BAGNACAVALLO
12.019413,44.40218,20666,PONTE ALBERGONE,VIA ALBERGONE 67,BAGNACAVALLO
12.040794,44.394102,20669,CORTINA,VIA SAN VITALE 5,RUSSI
12.04076,44.394409,20670,CORTINA,VIA SAN VITALE FR 5,RUSSI
12.08113,44.394456,20673,GODO,VIA FAENTINA NORD 208,GODO
12.080521,44.394571,20674,GODO,VIA FAENTINA NORD 457,GODO
12.090896,44.398458,20675,GODO FRIGO,VIA FAENTINA NORD 317,RAVENNA
12.090536,44.398531,20676,GODO FRIGO,VIA FAENTINA NORD FR 317,RAVENNA
12.094978,44.39967,20677,SAN MICHELE RIVA VERDE,VIA FAENTINA NORD 392,RAVENNA
12.0949,44.399844,20678,SAN MICHELE RIVA VERDE,VIA FAENTINA NORD 329,RAVENNA
12.110948,44.405293,20681,SAN MICHELE,VIA FAENTINA NORD 324,RAVENNA
12.110891,44.405412,20682,SAN MICHELE,VIA FAENTINA NORD 297,RAVENNA
12.138044,44.417638,20683,F.CE ZARATTINI FAENTINA B,VIA FAENTINA 258,FORNACE ZARATTINI
12.139714,44.418105,20684,F.CE ZARATTINI FAENTINA G,VIA FAENTINA 211 H/G,FORNACE ZARATTINI
12.145215,44.419024,20685,FORNACE ZARATTINI,VIA FAENTINA 246,FORNACE ZARATTINI
12.145286,44.419166,20686,FORNACE ZARATTINI,VIA FAENTINA 197,FORNACE ZARATTINI
12.155272,44.421041,20689,FORNACE ZARATTINI ZONA IN,VIA FAENTINA 212,FORNACE ZARATTINI
12.155342,44.421174,20690,FORNACE ZARATTINI ZONA IN,VIA FAENTINA 173,FORNACE ZARATTINI
12.16504,44.423272,20691,RAVENNA FAENTINA CENTRI C,VIA FAENTINA 186,RAVENNA
12.164604,44.423329,20692,RAVENNA FAENTINA CENTRI C,VIA FAENTINA FR 186,RAVENNA
12.18516,44.402832,20695,RAVENNA RANDI TRIBUNALE,VIALE RANDI 86,RAVENNA
12.185486,44.403525,20696,RAVENNA RANDI TRIBUNALE,VIALE RANDI 67,RAVENNA
12.188748,44.406009,20699,RAVENNA RANDI MEUCCI,VIALE RANDI (DOPO INTERSEZ. VIA PASCOLI),RAVENNA
12.188327,44.40611,20700,RAVENNA RANDI MEUCCI,VIALE RANDI 45,RAVENNA
12.197129,44.412534,20707,RAVENNA AUGUSTA,VIA AUGUSTA 4,RAVENNA
12.195219,44.412525,20708,RAVENNA BALDINI,VIA CIRCONVALLAZIONE AL MOLINO 71,RAVENNA
12.190506,44.408768,20712,RAVENNA RANDI OSPEDALE,VIALE RANDI (INGRESSO PRONTO SOCCORSO),RAVENNA
12.19101,44.408565,20713,RAVENNA RANDI OSPEDALE,VIALE RANDI 36,RAVENNA
12.173166,44.418355,20714,RAVENNA ALLENDE ANDORRA,VIALE ALLENDE,RAVENNA
12.172981,44.418198,20715,RAVENNA ALLENDE ANDORRA,VIALE ALLENDE,RAVENNA
12.185208,44.401643,20716,RAVENNA LEON BATTISTA ALB,VIA LEON BATTISTA ALBERTI 18,RAVENNA
12.185303,44.401316,20719,RAVENNA LEON BATTISTA ALB,VIA LEON BATTISTA ALBERTI 7,RAVENNA
12.282251,44.48165,20723,MARINA DI RAVENNA PACE,VIA DELLA PACE 217,MARINA DI RAVENNA
12.282564,44.481632,20724,MARINA DI RAVENNA PACE,VIALE DELLA PACE FR 217,RAVENNA
12.283981,44.469906,20725,MARINA DI RAVENNA RIVA VE,VIALE DELLA PACE 363,RAVENNA
12.284348,44.469949,20726,MARINA DI RAVENNA RIVA VE,VIALE DELLA PACE FR 363,RAVENNA
12.284612,44.467259,20729,MARINA DI RAVENNA CAMPING,VIALE DELLA PACE ANG. CAMPING,RAVENNA
12.285156,44.467333,20730,MARINA DI RAVENNA CAMPING,VIALE DELLA PACE FR CAMPING,RAVENNA
12.288753,44.45594,20733,MARINA DI RAVENNA TERME,LUNGOMARE COLOMBO FR 161,RAVENNA
12.289214,44.456088,20734,MARINA DI RAVENNA TERME,LUNGOMARE COLOMBO 161,RAVENNA
12.29259,44.447969,20735,PUNTA MARINA LUNG.COLOMBO,LUNGOMARE CRISTOFORO COLOMBO FR 61,PUNTA MARINA TERME
12.292861,44.448096,20736,PUNTA MARINA LUNG.COLOMBO,LUNGOMARE CRISTOFORO COLOMBO 61,RAVENNA
12.294385,44.444127,20737,PUNTA MARINA,LUNGOMARE COLOMBO FR 23,PUNTA MARINA TERME
12.294546,44.444312,20738,PUNTA MARINA,LUNGOMARE COLOMBO 27,RAVENNA
12.295327,44.440103,20741,PUNTA MARINA FONTANA,VIA DELLA FONTANA 65,PUNTA MARINA TERME
12.295624,44.440238,20742,PUNTA MARINA FONTANA,VIA DELLA FONTANA FR 65,RAVENNA
12.297477,44.434099,20745,LIDO ADRIANO CAMPING ADRI,VIA DEI CAMPEGGI FR 8,RAVENNA
12.297767,44.433892,20746,LIDO ADRIANO CAMPING ADRI,VIA DEI CAMPEGGI 8,RAVENNA
12.30692,44.414856,20747,LIDO ADRIANO MANZONI,VIA MANZONI,LIDO ADRIANO
12.306515,44.415912,20748,LIDO ADRIANO MANZONI,VIA MANZONI,LIDO ADRIANO
12.312223,44.409561,20749,LIDO ADRIANO,VIALE PETRARCA 417,LIDO ADRIANO
12.312604,44.40964,20750,LIDO ADRIANO,VIALE PETRARCA FR 417,RAVENNA
12.266531,44.335559,20801,MIRABILANDIA,INTERNO PARCO MIRABILANDIA,RAVENNA
12.266348,44.335646,20802,MIRABILANDIA,INTERNO PARCO MIRABILANDIA,RAVENNA
12.269651,44.332121,20803,MIRABILANDIA STANDIANA,VIA STANDIANA LATO CAMPO SPORTIVO GRAMAD,RAVENNA
12.334514,44.3227,20807,LIDO DI CLASSE,VIALE VESPUCCI FR 116,RAVENNA
12.334316,44.323624,20808,LIDO DI CLASSE,VIALE VESPUCCI 102,LIDO DI CLASSE
12.341622,44.311175,20811,LIDO DI SAVIO CESENA,VIALE BYRON,RAVENNA
12.341805,44.311313,20812,LIDO DI SAVIO CESENA,VIALE BYRON,LIDO DI SAVIO
12.343361,44.306685,20815,LIDO DI SAVIO LUGO,VIALE BYRON,LIDO DI SAVIO
12.343637,44.306704,20816,LIDO DI SAVIO LUGO,VIALE BYRON,LIDO DI SAVIO
12.343136,44.298535,20819,MILANO MARITTIMA CAMPING,VIALE MATTEOTTI FR 190,MILANO MARITTIMA
12.343189,44.299254,20820,MILANO MARITTIMA CAMPING,VIALE MATTEOTTI 190,CERVIA
12.346668,44.290779,20823,MILANO MARITTIMA XV TRAVE,ANELLO DEL PINO BV XV TRAVERSA,MILANO MARITTIMA
12.347647,44.290579,20824,MILANO MARITTIMA XV TRAVE,ANELLO DEL PINO BV XIII TRAVERSA,MILANO MARITTIMA
12.348042,44.286282,20827,MILANO MARITTIMA IX TRAVE,VIALE II GIUGNO 145,MILANO MARITTIMA
12.348497,44.285477,20828,MILANO MARITTIMA IX TRAVE,VIALE II GIUGNO 150,MILANO MARITTIMA
12.349378,44.281562,20831,MILANO MARITTIMA IV TRAVE,VIALE II GIUGNO 109,MILANO MARITTIMA
12.34958,44.281592,20832,MILANO MARITTIMA IV TRAVE,VIALE II GIUGNO FR 109,MILANO MARITTIMA
12.351092,44.277109,20835,MILANO MARITTIMA GRATTACI,VIALE II GIUGNO 67,MILANO MARITTIMA
12.351251,44.277482,20836,MILANO MARITTIMA GRATTACI,VIALE II GIUGNO 20 MT DOPO 98,MILANO MARITTIMA
12.354495,44.267997,20839,MILANO MARITTIMA PORTO CA,VIALE II GIUGNO 9,MILANO MARITTIMA
12.35485,44.26741,20840,MILANO MARITTIMA PORTO CA,VIALE II GIUGNO 6,MILANO MARITTIMA
12.348345,44.26031,20843,CERVIA CENTRO,CIRCONVALLAZIONE SACCHETTI FR 28,CERVIA
12.351008,44.260879,20844,CERVIA CENTRO,CIRCONVALLAZIONE SACCHETTI FR 154,CERVIA
12.360926,44.256859,20847,CERVIA MILAZZO,VIALE MILAZZO FR 81,CERVIA
12.360703,44.256911,20848,CERVIA MILAZZO,VIALE MILAZZO 81,CERVIA
12.363763,44.252796,20851,PINARELLA DELEDDA FERRARA,VIALE LUNGO MARE DELEDDA 94,CERVIA
12.364013,44.253005,20852,PINARELLA DELEDDA FERRARA,VIALE DELEDDA FR 96,CERVIA
12.366393,44.242698,20855,PINARELLA CENTRO COMMERCI,VIALE TITANO 88,PINARELLA
12.366596,44.242737,20856,PINARELLA CENTRO COMMERCI,VIALE TITANO 53/C,PINARELLA
12.368808,44.232147,20859,PINARELLA MEZZANOTTE,VIA PINARELLA 404,PINARELLA
12.368522,44.23284,20860,PINARELLA MEZZANOTTE,VIA PINARELLA FR 378,PINARELLA
12.375922,44.223419,20863,TAGLIATA,VIA PINARELLA 548,TAGLIATA
12.375836,44.223674,20864,TAGLIATA,VIA PINARELLA FR BV MAREMMA,TAGLIATA
12.380335,44.21325,20867,BIVIO ZADINA CAMPING,VIA MAZZINI FR INGRESSO CAMPING CESENATI,CESENATICO
12.380495,44.213425,20868,BIVIO ZADINA CAMPING,VIA MAZZINI INGRESSO CAMPING CESENATICO,CESENATICO
12.387663,44.206154,20871,CESENATICO MAZZINI CAVOUR,VIA MAZZINI FR CAVOUR,CESENATICO
12.388671,44.205394,20872,CESENATICO MAZZINI CAVOUR,VIA MAZZINI 132/B,CESENATICO
12.393157,44.200921,20873,CESENATICO STAZIONE,VIALE MAZZINI FR 82,CESENATICO
12.39266,44.200981,20874,CESENATICO STAZIONE,VIALE GAZA 8,CESENATICO
12.403947,44.200085,20879,CESENATICO PALAZZO TURISM,VIALE ROMA 86,CESENATICO
12.404124,44.200341,20880,CESENATICO PALAZZO TURISM,VIALE ROMA 61,CESENATICO
12.410056,44.195364,20883,CESENATICO CARDUCCI/MILAN,VIALE CARDUCCI 164/F,CESENATICO
12.410172,44.195415,20884,CESENATICO CARDUCCI/MILAN,VIALE CARDUCCI 161/A,CESENATICO
12.425837,44.180935,20887,VALVERDE CARDUCCI/BUONARR,VIALE CARDUCCI 290,CESENATICO
12.425968,44.18103,20888,VALVERDE CARDUCCI/BUONARR,VIALE CARDUCCI FR 296/C,CESENATICO
12.43545,44.172839,20891,GATTEO MARE,VIALE DELLE NAZIONI 135,CESENATICO
12.434935,44.173008,20892,GATTEO MARE EUCLIDE,VIALE EUCLIDE 8,CESENATICO
11.450751,44.507649,22302,BARGELLO LOGHETTO,VIA BARGELLO 17,CASTENASO
11.451145,44.507442,22303,BARGELLO LOGHETTO,VIA BARGELLO 9,CASTENASO
11.45509,44.506124,22304,BARGELLO,VIA BARGELLO 50M DOPO INTERSEZIONE CON V,CASTENASO
11.455583,44.505879,22305,BARGELLO,VIA BARGELLO FR 8,CASTENASO
11.460476,44.506467,22306,CASTENASO CENTRO COMMERCI,VIA TURATI 38,CASTENASO
11.460015,44.506269,22307,CASTENASO CENTRO COMMERCI,VIA TURATI 39,CASTENASO
11.462443,44.508369,22308,FRULLO,VIA TURATI 20,CASTENASO
11.462546,44.508123,22309,FRULLO,VIA TURATI 17/2,CASTENASO
11.444843,44.517102,22513,FRULLO BIVIO,VIA CA DELLORBO BV FRULLO,CASTENASO
11.444706,44.517123,22514,FRULLO BIVIO,VIA CA DELLORBO FR FRULLO,CASTENASO
11.454956,44.520297,22515,MARANO LA TORRE,VIA MARANO PASSO CARRAIO 243/1995,CASTENASO
11.454639,44.520249,22516,MARANO LA TORRE,VIA MARANO 13/4,CASTENASO
11.452827,44.522638,22517,BOTTEGA VECCHIA,VIA DELLA PIEVE FR 2/3,CASTENASO
11.452719,44.522478,22518,BOTTEGA VECCHIA,VIA DELLA PIEVE 1/3,MARANO
11.454059,44.525906,22521,MARANO,VIA DELLA PIEVE FR 24,MARANO
11.45387,44.525902,22522,MARANO,VIA DELLA PIEVE 24,MARANO
11.454313,44.525973,22523,MARANO PIAZZA MANDINI,PIAZZA MANDINI 6/A,MARANO
11.45586,44.528649,22525,MARANO CHIESA,VIA DELLA PIEVE 43,CASTENASO
11.455775,44.528705,22526,MARANO CHIESA,VIA DELLA PIEVE 44,CASTENASO
11.45881,44.533249,22529,MARANO VILLA,VIA DELLA PIEVE CIV 13 DI VIA MARCIAPESC,CASTENASO
11.458735,44.533251,22530,MARANO VILLA,VIA DELLA PIEVE FR CIV 13 DI VIA MARCIAP,CASTENASO
11.461071,44.538521,22533,DUE PIOPPI,VIA MARANA 15,CASTENASO
11.462498,44.538625,22534,DUE PIOPPI,VIA MARANA PASSO CARRAIO 1.1-1.9,CASTENASO
11.470446,44.542324,22537,VEDURO BIVIO,VIA MARANA PASSO CARR.N.334,CASTENASO
11.469748,44.541295,22538,VEDURO BIVIO,VIA MARANA FR BV VEDURO,CASTENASO
11.478297,44.554685,22541,CASA ROSSA,VIA MARANA FR 7,BUDRIO
11.478197,44.554705,22542,CASA ROSSA,VIA MARANA 7,BUDRIO
11.481547,44.559772,22545,RAMELLO BIVIO,VIA MARANA BV RAMELLO,BUDRIO
11.481459,44.559774,22546,RAMELLO BIVIO,VIA MARANA FR BV RAMELLO,BUDRIO
11.490214,44.558377,22549,PALAZZONI,VIA ARMIGGIA FR 27,BAGNAROLA
11.490127,44.558397,22550,PALAZZONI,VIA ARMIGGIA 27,BAGNAROLA
11.490748,44.560859,22552,BAGNAROLA XXV APRILE,VIA XXV APRILE (LATO PARCO),BUDRIO
11.496769,44.556784,22553,BAGNAROLA,VIA BAGNAROLA S.P.3 KM 3+350,BAGNAROLA
11.497069,44.556732,22554,BAGNAROLA,VIA BAGNAROLA FR 49,BAGNAROLA
11.502282,44.562019,22557,CASA DEL CERO,VIA CALAMONE FR 4/A,BUDRIO
11.502194,44.562021,22558,CASA DEL CERO,VIA CALAMONE 4/A,BUDRIO
11.508516,44.57201,22561,SAN ZENONE BIVIO,VIA CALAMONE BV SAN ZENONE,BUDRIO
11.508292,44.57206,22562,SAN ZENONE BIVIO,VIA CALAMONE FR BV SAN ZENONE,BUDRIO
11.493632,44.578251,22565,MADDALENA DI CAZZANO,VIA MARANA FR 29,MADDALENA DI CAZZANO
11.493572,44.578325,22566,MADDALENA DI CAZZANO,VIA MARANA 29,MADDALENA DI CAZZANO
11.487056,44.568475,22567,MARANA SERRAGLIO,VIA MARANA 14,BUDRIO
11.486929,44.56845,22568,MARANA SERRAGLIO,VIA MARANA 15/16,BUDRIO
11.50348,44.584652,22569,BOTTEGA BURIANI,VIA SAN DONATO FR 54,BUDRIO
11.503394,44.584708,22570,BOTTEGA BURIANI,VIA SAN DONATO 54,BUDRIO
11.506166,44.587078,22573,PASSO PECORE BIVIO,VIA SAN DONATO 66,BUDRIO
11.506321,44.587452,22574,PASSO PECORE BIVIO,VIA SAN DONATO 65,MINERBIO
11.50934,44.594075,22577,MELO BIVIO,VIA SAN DONATO FR 4,SAN GIOVANNI IN TRIARIO
11.509277,44.594085,22578,MELO BIVIO,VIA SAN DONATO 4,SAN GIOVANNI IN TRIARIO
11.511023,44.601861,22581,SAN GIOVANNI IN TRIARIO,VIA SAN DONATO 23,SAN GIOVANNI IN TRIARIO
11.510936,44.601872,22582,SAN GIOVANNI IN TRIARIO,VIA SAN DONATO FR 23,SAN GIOVANNI IN TRIARIO
11.523672,44.610808,22585,SAN MARTINO IN SOVERZANO,VIA SAN DONATO FR 72,MINERBIO
11.523598,44.610846,22586,SAN MARTINO IN SOVERZANO,VIA SAN DONATO 72,MINERBIO
11.531986,44.614495,22589,PALAZZINA,VIA SAN DONATO 49/A,MINERBIO
11.531864,44.614597,22590,PALAZZINA,VIA SAN DONATO FR 49/A,MINERBIO
11.537864,44.615183,22591,BOARIA POZZO,VIA SAN DONATO FR 98,MINERBIO
11.537567,44.615307,22592,BOARIA POZZO,VIA SAN DONATO 92,MINERBIO
11.542579,44.615204,22593,CASA MAGRI,VIA SAN DONATO FR 112,MINERBIO
11.542633,44.615284,22594,CASA MAGRI,VIA SAN DONATO 112,MINERBIO
11.550377,44.614841,22597,PONTE DELL`ASSE,VIA SAN DONATO 63,MINERBIO
11.550367,44.614904,22598,PONTE DELL`ASSE,VIA SAN DONATO FR 63,MINERBIO
11.558277,44.618237,22601,PONTE RAMEZZOLO,VIA SAN DONATO 69,MINERBIO
11.558228,44.618265,22602,PONTE RAMEZZOLO,VIA SAN DONATO FR 69,MINERBIO
11.577909,44.613842,22605,DUGLIOLO MISERABILI,VIA CASONA 21,BUDRIO
11.577974,44.613886,22606,DUGLIOLO MISERABILI,VIA CASONA 24,BUDRIO
11.582994,44.613403,22609,DUGLIOLO,VIA DUGLIOLO 145,DUGLIOLO
11.582856,44.613406,22610,DUGLIOLO,VIA DUGLIOLO 140,DUGLIOLO
11.586116,44.618427,22613,DUGLIOLO LA FONTANA,VIA DUGLIOLO 190,DUGLIOLO
11.586042,44.618456,22614,DUGLIOLO LA FONTANA,VIA DUGLIOLO 189,DUGLIOLO
11.595203,44.624909,22617,BARCHESSA,VIA DUGLIOLO 213,BUDRIO
11.595179,44.624946,22618,BARCHESSA,VIA DUGLIOLO FR 213,BUDRIO
11.607573,44.632036,22621,CASE NUOVE,VIA DUGLIOLO 7,MOLINELLA
11.607511,44.632055,22622,CASE NUOVE,VIA DUGLIOLO FR 7,MOLINELLA
11.612506,44.641087,22625,PODERE SANT`ALFONSO,VIA CAMERONE BV DUGLIOLO,MOLINELLA
11.612533,44.641122,22626,PODERE SANT`ALFONSO,VIA CAMERONE FR BV DUGLIOLO,MOLINELLA
11.623821,44.635038,22629,IDICE ABBANDONATO BIVIO,VIA CAMERONE 3,MOLINELLA
11.623861,44.635091,22630,IDICE ABBANDONATO BIVIO,VIA CAMERONE FR 3,MOLINELLA
11.502908,44.538455,23001,VIGORSO,VIA VIGORSO FR 17,VIGORSO
11.503366,44.538571,23002,VIGORSO,VIA VIGORSO 15,VIGORSO
11.508681,44.53542,23003,VIGORSO INAIL,VIA RABUINA 16/B,BUDRIO
11.508847,44.535479,23004,VIGORSO INAIL,VIA RABUINA 17,BUDRIO
11.508005,44.502378,24501,TREBBO DI BUDRIO ZENZALIN,VIA ZENZALINO KM 0.290,BUDRIO
11.551802,44.531968,24531,BUDRIO CIMITERO,VIA OLMO FR CIMITERO,BUDRIO
11.551932,44.532055,24532,BUDRIO CIMITERO,VIA OLMO LATO CIMITERO,BUDRIO
11.566399,44.524177,24533,MADONNA DELL`OLMO,VIA OLMO ANG.CHIESA,BUDRIO
11.566465,44.524247,24534,MADONNA DELL`OLMO,VIA OLMO FR CHIESA,BUDRIO
11.569311,44.522581,24535,GUARDATA SCUOLE,VIA OLMO FR 52,BUDRIO
11.569326,44.522643,24536,GUARDATA SCUOLE,VIA OLMO 52,BUDRIO
11.581768,44.524837,24541,SAN SALVATORE,VIA SAN SALVATORE FR 7,MEDICINA
11.581706,44.524866,24542,SAN SALVATORE,VIA SAN SALVATORE 7,BUDRIO
11.590557,44.531768,24545,SAN SALVATORE CHIESA,VIA SAN SALVATORE 1845,MEDICINA
11.590458,44.531806,24546,SAN SALVATORE CHIESA,VIA SAN SALVATORE FR 1845,BUDRIO
11.606896,44.541982,24549,GHIARADINO,VIA SELVA 127,MOLINELLA
11.606713,44.542121,24550,GHIARADINO,VIA SELVA FR 127,BUDRIO
11.617644,44.548946,24553,SELVA MALVEZZI PALAZZACCI,VIA SELVA 89,MOLINELLA
